what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1361574887459
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1361574887460
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1361574887461
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1361574887461
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1361574887462
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1361574887492
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1361574887494
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1361574887495
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1361574887496
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1361574887496
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1361574887497
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1361574887498
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1361574887499
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1361574887499
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1361574887499
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1361574887500
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1361574887510
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1361574887510
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1361574887518
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1361574887519
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1361574887520
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1361574887521
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1361574887522
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1361574887522
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1361574887546
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1361574887547
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1361574887547
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1361574887548
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1361574887548
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1361574887549
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1361574887549
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1361574887550
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1361574887552
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1361574887555
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1361574887565
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1361574887567
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1361574887569
started,bundle,com.altera.sbtgui.ui,11.0.0.208,"com.altera.sbtgui.ui",1361574887569
os,sysinfo,,,"win32",1361574887573
arch,sysinfo,,,"x86",1361574887573
ws,sysinfo,,,"win32",1361574887573
locale,sysinfo,,,"en_US",1361574887573
processors,sysinfo,,,"8",1361574887573
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1361574887573
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1361574887573
java.specification.name,sysinfo,,,"Java Platform API Specification",1361574887573
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361574887573
java.specification.version,sysinfo,,,"1.6",1361574887573
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1361574887573
java.version,sysinfo,,,"1.6.0_23",1361574887573
java.vm.info,sysinfo,,,"mixed mode",1361574887573
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1361574887573
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361574887573
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361574887573
java.vm.specification.version,sysinfo,,,"1.0",1361574887573
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1361574887573
java.vm.version,sysinfo,,,"19.0-b09",1361574887573
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1361574887882
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1361574888294
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1361574888353
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1361574888939
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1361574888941
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1361574889046
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1361574889164
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1361574889201
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1361574889364
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1361574892426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361574906062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361574906173
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361574970502
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1361575126310
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575126571
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1361575126586
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1361575127266
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1361575127378
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361575134585
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575134618
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1361575135726
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1361575136324
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575142198
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1361575147861
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1361575148051
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575160915
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575166310
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575184446
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1361575202814
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1361575202912
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1361575203986
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575212872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361575220318
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1361576288696
started,bundle,org.eclipse.core.databinding,1.3.100.I20100601-0800,"org.eclipse.core.databinding",1361576305241
started,bundle,org.eclipse.core.databinding.property,1.3.0.I20100601-0800,"org.eclipse.core.databinding.property",1361576305274
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361576305405
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1361576318110
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1361576318138
started,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1361576320876
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1361576320900
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361576322336
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1361576322430
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1361576347108
opened,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1361576347155
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1361576347291
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361576409806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577096814
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361577115139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577115521
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1361577115555
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577129953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1361577133453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577134990
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577140354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577148927
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577157000
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1361577157012
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361577162731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577171906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577175003
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577175028
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577175062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577179992
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577188494
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361577213615
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361577213785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577216187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1361577216214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577228456
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361577232730
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361577271487
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591594078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1361591594170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591594665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591594741
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591604147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591608700
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361591609377
opened,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1361591616955
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1361591617041
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361591640891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591641439
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1361591641466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361591642247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591780896
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361591807002
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591823166
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591828019
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361591830116
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591832552
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591834850
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1361591839879
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361591841144
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1361591849035
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591871260
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1361591871287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591874571
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361591882503
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591884699
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591889637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361591903068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593070984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593079589
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1361593086427
started,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1361593099237
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593170739
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361593174459
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361593174549
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361593175772
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361593177683
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.opendecl",1361593248868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593354464
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593355924
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361593365710
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361593368109
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361593373463
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593400526
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593411913
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1361593415305
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1361593415306
opened,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361593417933
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1361593418352
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1361593418410
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361593430146
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361593430306
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361593431732
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361593468400
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1361593511294
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1361593516948
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1361593516989
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361593529293
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1361593552337
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361593552531
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361593583000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361593590821
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361593624716
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361593853343
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361593858515
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361593866221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593948492
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593950127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361593952125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361598725992
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361598736455
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361598739671
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361598755761
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361598760423
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361598769665
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361598810858
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361598841519
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361598873032
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1361598903629
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361598905892
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361598917163
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361598935711
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361598940146
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361598948798
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361598959005
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1361598961756
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361598971719
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361598976412
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361598983658
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1361598983825
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1361598985269
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1361599001705
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1361599003475
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1361599004010
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1361599004764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1361599005311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1361599005702
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1361599006142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361599015961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361599067024
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361599074462
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1361599076283
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361599091612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1361599195452
